Epoch,MotionEnergy,dME,aME,Area,dArea,Behavior
0,-0.49198395827628444,-0.7096501038911079,-0.23354228316854472,9.43629959150121,1.4999019902400632,still
1,0.13178366819915951,0.40838934173743385,-2.157440873493405,10.401523299040473,-0.6891488740990589,still
2,-0.25627974204516557,-0.35188070907004765,-0.6512559852791043,9.620818797463336,-1.3056074009398444,still
3,1.2866293321459703,-1.1343460558931255,-0.6661534957732573,6.390678726673659,-0.21327682668553516,groom
4,0.7502550628321423,0.08719143108514743,1.3408226360530469,12.209590620776428,1.0323259116099803,paw_lick
5,1.1678674114194223,0.39249638031906786,1.5378632874651643,1.9439593286880061,0.7532561612009037,paw_lick
6,0.5742120453306251,0.6297757478870147,-1.5672550617417813,8.738999949160439,-0.6207857150915914,still
7,8.716888715966268,-0.2254174594466415,-0.6020822199759994,7.854750791932357,2.2313050680484063,walk
8,0.4876555177356136,-0.16463015968413672,-0.36215191405959485,10.33275791840098,0.24438554379611913,still
9,-0.21329544243034043,-0.13944830902207314,0.8148598905267289,10.458602428888216,-0.8431846590828097,still
10,0.26072910054639775,-0.3608757742268645,0.06758764334402007,9.010802426708644,0.48879695925339617,still
11,0.3401486435519034,-0.14771764532128484,0.7872870730333988,10.80245867405702,-0.9861921533344302,still
12,-0.8977260429398972,-0.1301662655545486,-1.5440119739074039,9.760038207088856,-0.5157627152039932,still
13,-0.4158566936593615,-0.4546758003938215,1.0424813612549777,12.864152425470799,-0.2876962775773847,still
14,0.1886441799353753,0.3279243099082355,1.0961496680484113,9.715789482755795,1.6365641872950971,still
15,0.03987185168277535,-0.3472501574764586,-0.17062836451983163,8.790343623509727,0.8599400925309394,still
16,0.04124354524454693,0.1890627009356213,-1.0401569582907653,8.982576377213217,-0.011622759609828276,still
17,0.10834513574692327,-0.20699266122609752,-0.8985515627401133,9.941149850720697,-0.9265623240964226,still
18,5.689853321077738,0.22251653266251487,0.03517664863300148,10.430939204638303,1.8216954302721398,walk
19,-0.0016796360503595288,-0.2511370451963868,-0.13255796927718866,11.206161691209557,0.5305424751360593,still
20,0.31633772362760604,-0.22612391898321196,-0.25113425095201997,10.116314918483495,-0.5178712064640507,still
21,-0.8115182037346815,0.006835037514062476,-0.384648816646083,9.378781071882642,-1.0607801581402545,still
22,-0.09839044719399687,-0.34801886008271904,-0.19698364751114292,10.488482767091252,1.5353663743809334,still
23,-0.5793614242175136,0.7601103034343475,1.7721395713438501,9.133467640766678,0.9052285162872314,still
24,0.36219421560470205,-0.03199183768055579,-0.9462222556423932,8.983676473544582,0.403082386592599,still
25,-0.811395634794901,-0.6277556555495198,0.8242297558589158,8.925210522456531,1.7573648443814158,still
26,5.0235743884887665,-0.09915406203482743,-0.11393677325154218,9.809140940554698,0.14636113753487212,walk
27,-0.5254112717005842,0.737773846356309,1.058135793939152,9.877778684732887,0.3113235967975226,still
28,-0.124232975651976,-0.18554328106864548,-0.5026124865504136,10.687840781886138,1.2725097565648658,paw_lick
29,0.04085579464504571,0.08556595332893333,0.16721219827016176,10.918373972091596,2.6642066904248147,still
30,1.2774922397151252,-0.03358320600178488,-0.6268584353754869,11.654025824138746,0.7248187725722,groom
31,0.4084785542123045,-0.5686996044139947,-0.42742511574007197,11.407130676966382,-0.941773541953468,still
32,1.3391380510611361,0.2776297443916601,0.37799700929706764,8.839577659951889,-2.4862019451748694,groom
33,-0.4092492789390266,-0.7317308069558699,-1.0380796668898302,10.168421629934983,1.5827517066167662,still
34,-0.3888540611146536,1.0969773176141004,-0.08008611215846502,9.960911627009352,-0.20953751572000268,still
35,-0.20319234380800752,-0.8628567360743169,-0.03115861526711584,9.493647567163972,0.611712152777638,still
36,-0.012704046211988021,0.06528794745606334,-0.838263116846,10.537353341147002,-1.2536877279958665,still
37,-0.0708289790874559,-1.0920749429734284,0.9165172360708032,8.972233472266726,0.07383545299759271,still
38,1.0768453346894682,0.06247732251610727,0.9044250728505472,7.920054759926005,-2.195353810492965,groom
